id:ID,etiquetas:LABEL,cursos_llevados:string[],cursos_actuales:string[],correo:string,nombre_usuario:string,contraseña:string,beca:boolean,fecha:datetime,título:string,descripción:string,adjuntos:string[],calificación:int,status:boolean,contenido:string,likes:int,nombre:string,facultad:string,catedráticos:string[],sección:string[],tipo:string,cantidad_puntos:int,caducidad:date,fecha_lanzamiento:date,visibilidad:boolean,fecha_creación:datetime
86685987,Comunidades,,,,,,,2025-02-20T23:11:02,,,,,,,,,,,,,,,,,
88289117,Comunidades,,,,,,,2025-01-17T13:38:40,,,,,,,,,,,,,,,,,
19318575,Comunidades,,,,,,,2025-01-21T13:51:08,,,,,,,,,,,,,,,,,
26715948,Comunidades,,,,,,,2025-01-13T01:53:15,,,,,,,,,,,,,,,,,
47986448,Comunidades,,,,,,,2025-01-23T22:05:41,,,,,,,,,,,,,,,,,
96930761,Comunidades,,,,,,,2025-02-11T21:07:38,,,,,,,,,,,,,,,,,
88822666,Comunidades,,,,,,,2025-01-13T01:08:55,,,,,,,,,,,,,,,,,
61799421,Comunidades,,,,,,,2025-01-16T16:33:46,,,,,,,,,,,,,,,,,
86125747,Comunidades,,,,,,,2025-01-28T21:24:18,,,,,,,,,,,,,,,,,
78903435,Comunidades,,,,,,,2025-01-09T13:07:48,,,,,,,,,,,,,,,,,
23717004,Comunidades,,,,,,,2025-01-12T15:26:03,,,,,,,,,,,,,,,,,
67958528,Comunidades,,,,,,,2025-02-11T11:18:20,,,,,,,,,,,,,,,,,
65832887,Comunidades,,,,,,,2025-01-23T14:35:35,,,,,,,,,,,,,,,,,
68296730,Comunidades,,,,,,,2025-01-17T08:52:26,,,,,,,,,,,,,,,,,
28008233,Comunidades,,,,,,,2025-01-04T00:01:59,,,,,,,,,,,,,,,,,
57974050,Comunidades,,,,,,,2025-01-12T06:28:10,,,,,,,,,,,,,,,,,
42718516,Comunidades,,,,,,,2025-01-04T05:22:40,,,,,,,,,,,,,,,,,
42009637,Comunidades,,,,,,,2025-02-21T19:06:08,,,,,,,,,,,,,,,,,
43664264,Comunidades,,,,,,,2025-02-18T19:33:36,,,,,,,,,,,,,,,,,
65176023,Comunidades,,,,,,,2025-02-15T18:35:00,,,,,,,,,,,,,,,,,
76990101,Comunidades,,,,,,,2025-02-08T18:15:47,,,,,,,,,,,,,,,,,
47860044,Comunidades,,,,,,,2025-02-06T13:33:20,,,,,,,,,,,,,,,,,
83900717,Comunidades,,,,,,,2025-01-30T01:47:55,,,,,,,,,,,,,,,,,
41530497,Comunidades,,,,,,,2025-01-14T22:00:50,,,,,,,,,,,,,,,,,
42618810,Comunidades,,,,,,,2025-01-16T04:26:32,,,,,,,,,,,,,,,,,
50250932,Comunidades,,,,,,,2025-01-01T17:01:53,,,,,,,,,,,,,,,,,
81143229,Comunidades,,,,,,,2025-01-16T10:01:37,,,,,,,,,,,,,,,,,
39822700,Comunidades,,,,,,,2025-02-15T04:38:03,,,,,,,,,,,,,,,,,
3808606,Comunidades,,,,,,,2025-01-06T16:15:39,,,,,,,,,,,,,,,,,
51237351,Comunidades,,,,,,,2025-01-25T16:06:39,,,,,,,,,,,,,,,,,
52634030,Comunidades,,,,,,,2025-01-22T09:21:54,,,,,,,,,,,,,,,,,
85193202,Comunidades,,,,,,,2025-02-25T08:23:07,,,,,,,,,,,,,,,,,
20596360,Comunidades,,,,,,,2025-02-04T23:10:55,,,,,,,,,,,,,,,,,
88490936,Comunidades,,,,,,,2025-02-20T22:17:06,,,,,,,,,,,,,,,,,
29706010,Comunidades,,,,,,,2025-02-23T06:33:54,,,,,,,,,,,,,,,,,
64049263,Comunidades,,,,,,,2025-01-29T20:53:36,,,,,,,,,,,,,,,,,
85278119,Comunidades,,,,,,,2025-01-03T01:37:24,,,,,,,,,,,,,,,,,
20469679,Comunidades,,,,,,,2025-02-26T20:45:33,,,,,,,,,,,,,,,,,
92523154,Comunidades,,,,,,,2025-01-12T11:06:11,,,,,,,,,,,,,,,,,
69247362,Comunidades,,,,,,,2025-02-18T07:44:18,,,,,,,,,,,,,,,,,
40754227,Comunidades,,,,,,,2025-01-25T21:46:58,,,,,,,,,,,,,,,,,
49892845,Comunidades,,,,,,,2025-01-29T08:41:26,,,,,,,,,,,,,,,,,
89504933,Comunidades,,,,,,,2025-02-16T07:26:30,,,,,,,,,,,,,,,,,
67491020,Comunidades,,,,,,,2025-01-05T06:03:12,,,,,,,,,,,,,,,,,
86548911,Comunidades,,,,,,,2025-01-09T16:18:47,,,,,,,,,,,,,,,,,
74681773,Comunidades,,,,,,,2025-01-17T02:06:04,,,,,,,,,,,,,,,,,
87195168,Comunidades,,,,,,,2025-02-15T21:03:20,,,,,,,,,,,,,,,,,
54052560,Comunidades,,,,,,,2025-02-26T23:51:02,,,,,,,,,,,,,,,,,
12624697,Comunidades,,,,,,,2025-02-07T13:39:56,,,,,,,,,,,,,,,,,
84951776,Comunidades,,,,,,,2025-02-07T17:27:57,,,,,,,,,,,,,,,,,
9863377,Comunidades,,,,,,,2025-02-11T03:21:33,,,,,,,,,,,,,,,,,
24570530,Comunidades,,,,,,,2025-01-19T06:52:06,,,,,,,,,,,,,,,,,
24571722,Comunidades,,,,,,,2025-01-29T12:21:42,,,,,,,,,,,,,,,,,
56440033,Comunidades,,,,,,,2025-01-30T07:27:53,,,,,,,,,,,,,,,,,
93978193,Comunidades,,,,,,,2025-02-16T19:11:59,,,,,,,,,,,,,,,,,
23454428,Comunidades,,,,,,,2025-02-19T01:17:39,,,,,,,,,,,,,,,,,
85750269,Comunidades,,,,,,,2025-01-23T05:58:47,,,,,,,,,,,,,,,,,
509544,Comunidades,,,,,,,2025-01-04T21:29:43,,,,,,,,,,,,,,,,,
97151879,Comunidades,,,,,,,2025-01-18T03:26:44,,,,,,,,,,,,,,,,,
8625460,Comunidades,,,,,,,2025-02-09T08:24:51,,,,,,,,,,,,,,,,,
83951938,Comunidades,,,,,,,2025-01-17T03:12:57,,,,,,,,,,,,,,,,,
79886582,Comunidades,,,,,,,2025-01-30T17:33:30,,,,,,,,,,,,,,,,,
75578188,Comunidades,,,,,,,2025-01-04T18:07:38,,,,,,,,,,,,,,,,,
38226956,Comunidades,,,,,,,2025-01-17T10:08:44,,,,,,,,,,,,,,,,,
32724704,Comunidades,,,,,,,2025-02-08T21:55:13,,,,,,,,,,,,,,,,,
76555580,Comunidades,,,,,,,2025-02-17T18:55:03,,,,,,,,,,,,,,,,,
12049208,Comunidades,,,,,,,2025-02-07T09:17:41,,,,,,,,,,,,,,,,,
56283215,Comunidades,,,,,,,2025-02-02T08:33:05,,,,,,,,,,,,,,,,,
76376880,Comunidades,,,,,,,2025-01-31T11:42:01,,,,,,,,,,,,,,,,,
96105689,Comunidades,,,,,,,2025-02-21T03:17:54,,,,,,,,,,,,,,,,,
34783307,Comunidades,,,,,,,2025-01-11T19:34:54,,,,,,,,,,,,,,,,,
28647341,Comunidades,,,,,,,2025-02-05T11:06:40,,,,,,,,,,,,,,,,,
26419779,Comunidades,,,,,,,2025-01-07T14:32:17,,,,,,,,,,,,,,,,,
57730974,Comunidades,,,,,,,2025-01-13T02:36:48,,,,,,,,,,,,,,,,,
94058413,Comunidades,,,,,,,2025-02-20T15:32:53,,,,,,,,,,,,,,,,,
58356208,Comunidades,,,,,,,2025-01-19T09:37:05,,,,,,,,,,,,,,,,,
62591688,Comunidades,,,,,,,2025-01-21T05:29:20,,,,,,,,,,,,,,,,,
88999149,Comunidades,,,,,,,2025-01-15T15:08:32,,,,,,,,,,,,,,,,,
60602626,Comunidades,,,,,,,2025-01-25T14:07:40,,,,,,,,,,,,,,,,,
72684244,Comunidades,,,,,,,2025-02-12T07:15:08,,,,,,,,,,,,,,,,,
85237327,Comunidades,,,,,,,2025-01-16T06:02:54,,,,,,,,,,,,,,,,,
62829415,Comunidades,,,,,,,2025-02-04T19:18:49,,,,,,,,,,,,,,,,,
13281642,Comunidades,,,,,,,2025-01-12T02:23:47,,,,,,,,,,,,,,,,,
76386659,Comunidades,,,,,,,2025-01-02T19:51:05,,,,,,,,,,,,,,,,,
92786427,Comunidades,,,,,,,2025-02-09T11:02:29,,,,,,,,,,,,,,,,,
41721349,Comunidades,,,,,,,2025-01-23T06:07:21,,,,,,,,,,,,,,,,,
24560734,Comunidades,,,,,,,2025-02-12T08:34:20,,,,,,,,,,,,,,,,,
11656756,Comunidades,,,,,,,2025-02-22T05:19:59,,,,,,,,,,,,,,,,,
5955375,Comunidades,,,,,,,2025-01-27T07:18:03,,,,,,,,,,,,,,,,,
87799534,Comunidades,,,,,,,2025-01-08T04:59:18,,,,,,,,,,,,,,,,,
27056898,Comunidades,,,,,,,2025-01-23T18:05:10,,,,,,,,,,,,,,,,,
54337162,Comunidades,,,,,,,2025-02-07T15:19:02,,,,,,,,,,,,,,,,,
86956553,Comunidades,,,,,,,2025-01-09T04:16:12,,,,,,,,,,,,,,,,,
86398211,Comunidades,,,,,,,2025-02-03T05:34:24,,,,,,,,,,,,,,,,,
9588015,Comunidades,,,,,,,2025-01-16T01:35:09,,,,,,,,,,,,,,,,,
38471454,Comunidades,,,,,,,2025-02-21T21:40:21,,,,,,,,,,,,,,,,,
34571334,Comunidades,,,,,,,2025-02-26T15:51:18,,,,,,,,,,,,,,,,,
6242668,Comunidades,,,,,,,2025-02-25T15:10:52,,,,,,,,,,,,,,,,,
41564420,Comunidades,,,,,,,2025-01-28T02:56:11,,,,,,,,,,,,,,,,,
19464749,Comunidades,,,,,,,2025-01-11T13:24:56,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
